title,type,titlereleased,rating,quality,actors,director,category,imdb,runtime,netflixid,date_released,description,4k,language
Abstract: The Art of Design,TV,2017,TV-14,UltraHD,"Olafur Eliasson, Neri Oxman, Ruth E. Carter, Cas Holman",,,8.4,,80057883,2017-02-10,Step inside the minds of the most innovative designers in a variety of disciplines and learn how design impacts every aspect of life.,1,english
Absurd Planet,TV,2020,TV-PG,SuperHD,Afi Ekulona,,,,,81082225,2020-04-22,"A cast of quirky critters and Mother Nature herself narrate this funny science series, which peeks into the lives of Earth’s most incredible animals.",0,english
Abyss,TV,2019,TV-14,SuperHD,"Park Bo-young, Ahn Hyo-seop, Lee Sung-jae, Lee Si-eon",,,7.1,,81087762,2019-05-06,"After meeting an untimely demise in separate incidents, Cha Min and Go Se-yeon discover they’ve come back to life in new bodies they don’t recognize.",0,korean
Abzurdah,TV,2015,TV-MA,SuperHD,"Eugenia Suárez, Esteban Lamothe, Gloria Carrá, Rafael Spregelburd",Daniela Goggi,,5.4,90,80115152,2016-08-25,A disenfranchised 16-year-old girl connects to an older man on the internet and after a brief one-sided affair descends into obsession and anorexia.,0,spanish
Accident,TV,2009,TV-MA,SuperHD,"Louis Koo, Richie Ren, Stanley Fung Sui-Fan, Michelle Ye",Cheang Pou Soi,,6.6,86,70124651,2018-12-01,A contract killer skilled at staging lethal accidents fears he may be a victim of his own strategy when an accomplice dies in a mysterious mishap.,0,other
Accidentally in Love,TV,2018,TV-14,SuperHD,"Junchen Guo, Yi Ning Sun, Yi Qin Zhao, Mu Xuan Cheng",,,6.2,,81025800,2018-10-19,"Rejecting the demands of her wealthy family, a young woman poses as an ordinary college student and crosses paths with a stoic pop star at school.",0,mandarin
Across Grace Alley,TV,2013,TV-PG,SuperHD,"Ben Hyland, Marsha Mason, Karina Smirnoff, Colin Branca",Ralph Macchio,,6.5,24,80152091,2016-12-01,"A young boy, upset by his parents' divorce, becomes infatuated with his grandmother's neighbor, an entrancing dancer he watches through a window.",0,english
Ad Vitam,TV,2018,TV-MA,SuperHD,"Yvan Attal, Garance Marillier, Niels Schneider, Victor Assié",,,6.4,,81082327,2019-11-01,"In a future where regeneration technology lets humans live indefinitely, a cop and a troubled young woman investigate a strange wave of youth suicides.",0,french
Adam Devine: Best Time of Our Lives,TV,2019,TV-MA,UltraHD,Adam Devine,Jay Karas,,5.7,58,80993404,2019-06-18,"Frenetic comic Adam Devine talks teen awkwardness, celebrity encounters, his ""Pitch Perfect"" audition and more in a special from his hometown of Omaha.",1,english
Adam Ruins Everything,TV,2015,TV-14,SuperHD,"Adam Conover, Adam Lustick, Emily Axford",,,8.0,,80996949,2018-09-30,"Education can be fun -- and funny. Comedian Adam Conover bursts misconceptions, deconstructs topics and leaves with positive takeaways.",0,english
ADAM SANDLER 100% FRESH,TV,2018,TV-MA,UltraHD,Adam Sandler,Steve Brill,,7.6,73,80224536,2018-10-23,"From ""Heroes"" to ""Ice Cream Ladies"" -- Adam Sandler's comedy special hits you with new songs and jokes in an unexpected, groundbreaking way.",1,english
Adam: His Song Continues,TV,1986,TV-MA,SD,"Daniel J. Travanti, JoBeth Williams, Richard Masur, Martha Scott",Robert Markowitz,,7.2,95,70206816,2011-10-01,"After their child was abducted and murdered, John and Reve Walsh fought to raise national awareness of the problem of missing children.",0,english
Adel Karam: Live from Beirut,TV,2018,TV-MA,UltraHD,Adel Karam,Mohamed Khalifa,,5.2,58,80203919,2018-03-01,"From Casino du Liban, Lebanese actor and comedian Adel Karam delivers earthy punchlines on kissing norms, colonoscopies and a memorable trip to Africa.",1,arabic
Adhugo,TV,2018,TV-14,SuperHD,"Abhishek Varma, Nabha Natesh, Satwik, Ravi Babu",Ravi Babu,,6.0,105,81052265,2019-01-15,A fast-footed piglet named Bunty becomes an object of desire for rival criminals that want the swift swine for their profitable animal-racing schemes.,0,other
Aditi Mittal: Things They Wouldn't Let Me Say,TV,2017,TV-MA,UltraHD,Aditi Mittal,Fazila Allana,,4.4,62,80183329,2017-07-18,"Trailblazing comic Aditi Mittal mixes topical stand-up with frank talk about being single, wearing thongs and the awkwardness of Indian movie ratings.",1,english
Advantageous,TV,2015,TV-MA,SuperHD,"Jacqueline Kim, James Urbaniak, Freya Adams, Ken Jeong",Jennifer Phang,,6.2,91,80038420,2015-06-23,"In order to keep her job at a biomedical engineering firm that prizes youth, a middle-aged woman must submit to a drastic experimental procedure.",0,english
Aerials,TV,2016,TV-14,SuperHD,"Saga Alyasery, Ana Druzhynina, Mansour Al Felei, Mohammad Abu Diak",S.A. Zaidi,,,89,81252517,2020-05-07,Dubai residents struggle to figure out why a fleet of alien spaceships are hovering over their city when all contact with the outside world is cut off.,0,english
Afflicted,TV,2018,TV-MA,UltraHD,,,,4.9,,80188953,2018-08-10,Baffling symptoms. Controversial diagnoses. Costly treatments. Seven people with chronic illnesses search for answers -- and relief.,1,english
After Life,TV,2019,TV-MA,UltraHD,"Ricky Gervais, Tom Basden, Tony Way, Diane Morgan",,,8.5,,80998491,2019-03-08,"Struggling to come to terms with his wife's death, a writer for a newspaper adopts a gruff new persona in an effort to push away those trying to help.",1,english
After Maria,TV,2019,TV-PG,UltraHD,,Nadia Hallgren,,4.4,37,81002195,2019-05-24,"Displaced by Hurricane Maria, three Puerto Rican women navigate their families' uncertain futures as their federal housing aid in New York expires.",1,english
After the Raid,TV,2019,TV-PG,UltraHD,,Rodrigo Reyes,,4.2,25,80244681,2019-12-19,A large immigration raid in a small town leaves emotional fallout and hard questions for its churchgoers about what it means to love thy neighbor.,1,spanish
Against the Tide,TV,2014,TV-14,SuperHD,"Christopher Lee, Rui En, Desmond Tan, Zheng Geping",,,7.7,,80156950,2017-07-01,A detective and a psychologist investigating a string of murders form a crime-solving team with the novelist whose work inspired the killings.,0,mandarin
Agatha and the Truth of Murder,TV,2018,TV-MA,SuperHD,"Ruth Bradley, Pippa Haywood, Dean Andrews, Bebe Cave",Terry Loane,,6.3,92,81047683,2019-01-31,"In a dramatized depiction of her 11-day disappearance, novelist Agatha Christie solves a real murder amid a crisis in her writing and marriage.",0,english
Age of Glory,TV,2008,TV-MA,SD,"Debbie Goh, Aenie Wong, Frederick Lee, Leslie Chai",,,,,80136456,2017-08-14,"Amid the thriving nightlife of 1960s Kuala Lumpur, three Chinese friends -- a showgirl, her housekeeper and a chanteuse -- find love and heartbreak.",0,mandarin
Age of Rebellion,TV,2018,TV-MA,SuperHD,"Peter Ho, Jeanine Yang, Tammy Chen, Jason Tsou",Peter Ho,,8.6,,81004113,2018-09-01,"At their high school, a group of unruly teens wreak havoc, face bullies and navigate turbulent lives beyond school grounds.",0,mandarin
Age of Tanks,TV,2017,TV-PG,SuperHD,,,,7.4,,80208213,2018-11-10,The history of military tanks unfolds in a documentary series that traces their role in history and geopolitics from World War I to the 21st century.,0,english
Agent,TV,2019,TV-MA,SuperHD,"Khumbulani Kay Sibiya, Sisanda Henna, Tarynn Wyngaard, Anthony Oseyemi",,,6.3,,81157169,2019-12-20,"A former footballer tries to make it as a player agent in the world of African soccer, but a secret from his past threatens to destroy everything.",0,english
Aggretsuko,TV,2018,TV-14,SuperHD,"Kaolip, Komegumi Koiwasaki, Maki Tsuruta, Sohta Arai",,,8.0,,80198505,2018-04-20,"Frustrated with her thankless office job, Retsuko the Red Panda copes with her daily struggles by belting out death metal karaoke after work.",0,english
Aggretsuko: We Wish You a Metal Christmas,TV,2018,TV-PG,SuperHD,"Kaolip, Shingo Kato, Komegumi Koiwasaki, Maki Tsuruta",Rarecho,,7.5,22,81008536,2018-12-20,"While Retsuko desperately makes plans for Christmas Eve, her new obsession with seeking validation through social media spirals out of control.",0,english
Agneepath,TV,1990,TV-14,SuperHD,"Amitabh Bachchan, Mithun Chakraborty, Danny Denzongpa, Madhavi",Mukul Anand,,7.7,174,235527,2020-04-01,"A boy grows up to become a gangster in pursuit of the mobster who killed his innocent father, but revenge and reparation may come at great costs.",0,hindi
Agustín Aristarán: Soy Rada,TV,2018,TV-MA,UltraHD,Agustín Aristarán,Mariano Baez,,6.7,60,80191555,2018-02-16,"Argentine comedian Agustín Aristarán adds doses of magic, music and acting to his high-energy stand-up routine.",1,spanish
Agyaat,TV,2009,TV-14,SuperHD,"Nitin Reddy, Priyanka Kothari, Gautam Rode, Rasika Dugal",Ram Gopal Varma,,2.9,96,70123116,2018-10-01,A film crew shooting in a remote forested location begins losing members one by one to a mysterious entity that they cannot see or hear.,0,hindi
Ainori Love Wagon: African Journey,TV,2019,TV-14,SuperHD,"Becky, Ryo Kato, Karina Maruyama, Kohei Takeda",,,7.5,,81038696,2020-01-30,"To find love, seven strangers leave Japan and embark on a journey through the continent of Africa together. Challenges, adventure and romance await!",0,japanese
Ainori Love Wagon: Asian Journey,TV,2017,TV-MA,SuperHD,"Becky, Audrey, Mayuko Kawakita, Shimon Okura",,,6.9,,80174280,2018-04-19,"Seven men and women board a pink bus in search of true love. On a journey through Asia with strangers, their goal is to return to Japan as a couple.",0,japanese
Airplane Mode,TV,2020,TV-PG,UltraHD,"Larissa Manoela, André Luiz Frambach, Erasmo Carlos, Mariana Amâncio",César Rodrigues,,3.8,96,81056195,2020-01-23,"When Ana, an influencer, crashes her car while talking on the phone, she’s shipped to her grumpy grandfather's farm -- and forced into a digital detox.",1,portuguese
Aiyaary,TV,2018,TV-MA,SuperHD,"Sidharth Malhotra, Manoj Bajpayee, Rakul Preet Singh, Pooja Chopra",Neeraj Pandey,,5.3,158,80243408,2018-05-15,"When his protégé goes rogue and poses a grave threat to the government he serves, a veteran officer of the Indian Army tries to stop him at all costs.",0,hindi
Aiyyaa,TV,2012,TV-14,SuperHD,"Rani Mukerji, Prithviraj Sukumaran, Nirmiti Sawant, Subodh Bhave",Sachin Kundalkar,,4.4,151,70261058,2017-05-10,"An outspoken, imaginative girl from a conservative family pursues her dream man while fending off the prospect of an arranged marriage.",0,hindi
AJ and the Queen,TV,2020,TV-14,UltraHD,"RuPaul Charles, Izzy G., Michael-Leon Wooley, Josh Segarra",,,7.6,,80237329,2020-01-10,"While traveling across the country in a run-down RV, drag queen Ruby Red discovers an unlikely sidekick in AJ: a tough-talking 10-year-old stowaway.",1,english
Ajaibnya Cinta,TV,2015,TV-PG,SuperHD,,,,,,80180544,2017-10-13,"Upon returning home from his studies abroad, young grad Akif finds himself involved with four women in this continuation of the series ""Spain Uoolss.""",0,other
AJIN: Demi-Human,TV,2016,TV-MA,SuperHD,"Mamoru Miyano, Yoshimasa Hosoya, Jun Fukuyama, Hochu Otsuka",,,6.4,,80043576,2016-04-12,A teenager discovers that he is an Ajin and flees before the authorities experiment on him. Other Ajin plan to fight back and he must choose a side.,0,japanese
Ajji,TV,2017,TV-MA,SuperHD,"Sushama Deshpande, Abhishek Banerjee, Smita Tambe, Sharvani Suryavanshi",Devashish Makhija,,6.9,104,80993495,2018-05-01,"When her small granddaughter is sexually assaulted by a powerful man and no justice is served, a poor, frail old woman plots her violent revenge.",0,hindi
Akame ga Kill!,TV,2014,TV-14,SuperHD,"Sora Amamiya, Soma Saito, Yukari Tamura, Yuu Asakawa",,,7.9,,80052714,2020-03-01,"Tatsumi sets out on a journey to help his poor village. When he's rescued by a band of assassins, he joins their fight against the corrupt government.",0,english
Akbar Birbal,TV,2019,TV-G,SuperHD,"Samay Thakkar, Ganesh Divekar, Rajeshree Sharma, Dolly Lopes",,,7.6,,81245348,2020-03-31,"From battles of wit to fights for justice, Emperor Akbar and his trusty advisor Birbal display their unique bond through adventures in Mughal-era India.",0,hindi
Akulah Balqis,TV,2015,TV-14,SuperHD,"Puteri Balqis, Aeril Zafrel, Nabila Huda, Nazim Othman",Pali Yahya,,,,80163294,2017-11-03,"A little girl must enter an orphanage after her parents are arrested, but her life takes a dramatic turn when she escapes and meets a model.",0,other
Al Hayba,TV,2017,TV-14,SuperHD,"Taim Hasan, Nadine Nassib Njeim, Abdo Chahine, Oweiss Mkhallalati",,,7.5,,81003648,2018-09-15,"In a village by the Lebanon-Syria border, the head of an arms-smuggling clan contends with family conflicts, power struggles and complicated love.",0,arabic
Ala Vaikunthapurramuloo,TV,2020,TV-14,SuperHD,"Allu Arjun, Pooja Hegde, Tabu, Sushanth",Trivikram Srinivas,,7.2,161,81252029,2020-02-27,"After growing up enduring criticism from his father, a young man finds his world shaken upon learning he was switched at birth with a millionaire’s son.",0,other
Alakada Reloaded,TV,2017,TV-MA,SuperHD,"Kehinde Bankole, Lilian Esoro, Bolaji Amusan, Toyin Abraham",Toyin Abraham,,,103,81172891,2020-03-06,"To cope with her feelings of inferiority, a woman from an impoverished family tells tall tales of her wealth and influence to upgrade her social status.",0,other
Alan Saldaña: Mi vida de pobre,TV,2017,TV-MA,UltraHD,Alan Saldaña,"Raúl Campos, Jan Suter",,6.1,53,80124724,2017-08-04,Mexican comic Alan Saldaña has fun with everything from the pressure of sitting in an exit row to maxing out his credit card in this stand-up special.,1,spanish
Alarmoty in the Land of Fire,TV,2017,TV-PG,SuperHD,,,,,94,81035838,2019-08-05,"While vacationing at a resort, an ornery and outspoken man is held captive by a criminal organization.",0,arabic
Albert Pinto Ko Gussa Kyun Aata Hai?,TV,2019,TV-MA,SuperHD,"Nandita Das, Manav Kaul, Saurabh Shukla, Kishore Kadam",Soumitra Ranade,,6.2,85,81161834,2019-12-31,"As the police investigate his disappearance, a young man heads to Goa to carry out an act of vengeance fueled by years of pent-up anger toward society.",0,hindi
Alejandro Riaño: Especial de stand up,TV,2018,TV-MA,UltraHD,Alejandro Riaño,"Raúl Campos, Jan Suter",,4.9,60,80192136,2018-01-10,"Colombian comedian Alejandro Riaño discusses the perks of dating a she-wolf, styles of dancing, the quirks of Bogotá men and soccer game announcers.",1,spanish
Alejandro Sanz: What I Was Is What I Am,TV,2018,TV-MA,SuperHD,Alejandro Sanz,"Gervasio Iglesias, Alexis Morante",,7.2,101,80202810,2018-08-18,A retrospective look at the life and career of Grammy-award winning Spanish musician Alejandro Sanz.,0,spanish
Alelí,TV,2019,TV-MA,SuperHD,"Néstor Guzzini, Mirella Pascual, Cristina Morán, Romina Peluffo",Leticia Jorge Romero,,6.4,88,81228263,2020-04-16,"Mourning their father's death, a dysfunctional trio of siblings must face selling their beloved childhood beach house — and dealing with each other.",0,spanish
Alex Fernández: The Best Comedian in the World,TV,2020,TV-MA,UltraHD,Alex Fernández,Alex Díaz,,7.1,51,81121981,2020-01-23,Comic Alex Fernández performs his familiar autobiographical stories but goes a little deeper this time with a tender tale about one of his six siblings.,1,spanish
Alex Strangelove,TV,2018,TV-MA,UltraHD,"Daniel Doheny, Madeline Weinstein, Antonio Marziale, Daniel Zolghadri",Craig Johnson,,6.3,99,80168189,2018-06-08,High school senior Alex Truelove's plan to lose his virginity to lovable girlfriend Claire goes awry when he meets the equally lovable Elliot.,1,english
Alexa & Katie,TV,2018,TV-G,UltraHD,"Paris Berelc, Isabel May, Tiffani Thiessen, Emery Kelly",,,7.3,,80174285,2018-03-23,"Alexa is battling cancer. But with her best friend, Katie, by her side, she's also starting high school -- and ready for whatever comes next.",1,english
Alexis Viera: A Story of Surviving,TV,2019,TV-14,SuperHD,Alexis Viera,Luis Ara,,,68,81033107,2019-03-20,"After being shot during a robbery in Colombia and losing sensation in his legs, Uruguayan soccer star Alexis Viera finds a new sense of purpose.",0,spanish
